uid	iid	time
1	1	1357430400
1	2	1357430400
1	3	1387843200
1	4	1387843200
1	5	1387843200
2	6	1367971200
2	7	1367971200
2	8	1369353600
2	9	1369353600
2	10	1369353600
3	11	1386028800
3	12	1386028800
3	13	1392336000
3	14	1400457600
3	15	1400457600
3	16	1403049600
3	17	1403049600
4	18	1350259200
4	19	1354665600
4	9	1361836800
4	20	1384992000
4	21	1405036800
5	22	1230249600
5	15	1248220800
5	23	1249084800
5	24	1259798400
5	25	1259798400
5	26	1259884800
5	27	1261612800
5	28	1261612800
5	29	1268870400
5	30	1272326400
5	31	1274313600
5	32	1277424000
5	33	1285200000
5	34	1288483200
5	35	1288742400
5	36	1291075200
5	37	1291334400
5	38	1293321600
5	39	1293580800
5	40	1293840000
5	41	1298851200
5	42	1301270400
5	43	1313107200
5	44	1322179200
5	45	1325376000
5	46	1326240000
5	47	1332460800
5	48	1335398400
5	49	1338076800
5	50	1340582400
5	51	1345680000
5	52	1351296000
5	53	1353456000
5	54	1356480000
5	55	1358812800
5	56	1360886400
5	57	1363478400
5	58	1365465600
5	59	1379030400
5	60	1395014400
5	61	1395187200
5	62	1398297600
5	63	1400976000
5	64	1404432000
5	65	1404432000
6	66	1279843200
6	67	1306800000
6	68	1311638400
6	69	1337817600
6	70	1405987200
7	71	1367280000
7	72	1370563200
7	73	1380585600
7	74	1380585600
7	75	1385337600
7	76	1385337600
8	77	1309996800
8	78	1315440000
8	79	1348531200
8	80	1357689600
8	81	1369958400
8	82	1369958400
8	83	1370044800
8	84	1374883200
8	85	1378339200
9	86	1345334400
9	87	1362787200
9	88	1373673600
9	89	1375228800
9	90	1397606400
10	60	1247702400
10	91	1255564800
10	92	1256169600
10	93	1271808000
10	94	1274054400
10	95	1299715200
10	96	1301875200
10	97	1302998400
10	98	1303948800
10	99	1310774400
10	100	1329264000
10	101	1331424000
10	102	1342569600
10	103	1342656000
10	104	1345593600
10	105	1368489600
10	106	1384819200
10	107	1384819200
10	108	1393113600
10	109	1397692800
10	110	1402704000
11	111	1340236800
11	112	1358294400
11	113	1383782400
11	114	1384300800
11	115	1400198400
12	116	1262131200
12	117	1282176000
12	118	1283731200
12	119	1295481600
12	120	1297468800
12	121	1299888000
12	122	1319068800
12	123	1320537600
12	124	1340064000
12	125	1362096000
12	126	1368662400
12	127	1372032000
12	128	1377388800
13	129	1321660800
13	130	1372723200
13	131	1373500800
13	132	1392163200
13	133	1399593600
13	134	1400284800
13	135	1401667200
13	136	1401667200
14	137	1269216000
14	138	1369267200
14	139	1378598400
14	140	1391040000
14	141	1394409600
15	142	1361750400
15	143	1367539200
15	144	1381968000
15	145	1385942400
15	146	1393977600
16	147	1267056000
16	148	1269302400
16	118	1284336000
16	149	1303344000
16	150	1311379200
16	151	1315526400
16	152	1323820800
16	153	1329350400
16	154	1345680000
16	155	1359763200
16	128	1379376000
16	156	1392768000
16	157	1393718400
17	158	1315958400
17	159	1316044800
17	160	1318032000
17	161	1318032000
17	162	1370476800
18	163	1258502400
18	164	1328054400
18	165	1328054400
18	100	1332720000
18	166	1398556800
18	135	1400976000
18	167	1405814400
19	168	1280793600
19	169	1292371200
19	170	1382572800
19	171	1382572800
19	172	1399852800
19	173	1399939200
20	174	1359849600
20	175	1359849600
20	176	1359849600
20	177	1359849600
20	178	1359849600
20	179	1359849600
20	180	1359849600
21	181	1234310400
21	182	1234310400
21	183	1261008000
21	26	1266451200
21	24	1271289600
21	184	1317168000
21	185	1323820800
21	186	1350432000
21	187	1366156800
21	188	1368662400
21	189	1371600000
21	190	1392768000
21	191	1392768000
21	159	1397606400
21	192	1397606400
21	193	1403136000
21	110	1403136000
21	194	1403136000
22	117	1271548800
22	195	1284336000
22	196	1301875200
22	197	1320451200
22	198	1320451200
22	199	1324512000
22	124	1327536000
22	200	1383177600
22	201	1383177600
22	202	1387324800
23	203	1331596800
23	204	1331596800
23	87	1331596800
23	205	1335657600
23	206	1348963200
23	207	1354924800
24	208	1354924800
24	209	1354924800
24	210	1354924800
24	211	1354924800
24	212	1404691200
25	213	1387497600
25	214	1387497600
25	215	1387497600
25	21	1388016000
25	216	1389744000
25	217	1400630400
26	218	1381363200
26	219	1381363200
26	125	1381795200
26	220	1383177600
26	221	1386892800
27	222	1319328000
27	223	1400889600
27	224	1401321600
27	158	1401321600
27	135	1401753600
27	225	1403654400
28	226	1318377600
28	227	1354924800
28	228	1354924800
28	229	1358640000
28	230	1359244800
28	101	1360022400
28	231	1369008000
28	232	1372291200
28	233	1400198400
28	234	1404259200
29	235	1280102400
29	236	1280793600
29	237	1297814400
29	238	1304380800
29	239	1304640000
29	240	1310256000
29	241	1336435200
29	242	1341014400
29	243	1350172800
29	244	1359676800
29	245	1374624000
30	246	1291939200
30	247	1369526400
30	248	1392249600
30	249	1392249600
30	250	1404345600
30	225	1404345600
30	251	1404345600
31	252	1308528000
31	253	1326931200
31	254	1397692800
31	255	1403740800
31	256	1405036800
31	257	1405036800
31	258	1405036800
32	259	1342742400
32	260	1356652800
32	261	1366675200
32	177	1366675200
32	262	1366675200
32	10	1366675200
32	263	1366675200
32	264	1366675200
32	265	1402617600
33	266	1344211200
33	267	1353110400
33	268	1353110400
33	269	1364515200
33	270	1376784000
33	271	1381363200
33	272	1385683200
34	273	1308441600
34	274	1318896000
34	275	1324598400
34	276	1324598400
34	9	1324771200
34	277	1387152000
34	278	1387843200
35	279	1362960000
35	280	1362960000
35	281	1362960000
35	282	1362960000
35	283	1380240000
35	284	1380672000
35	285	1381276800
35	286	1381276800
35	287	1381276800
35	288	1381276800
36	289	1299196800
36	290	1399334400
36	291	1403740800
36	292	1404864000
36	293	1404864000
37	294	1176940800
37	295	1176940800
37	296	1224460800
37	297	1227571200
37	298	1229299200
37	299	1240358400
37	60	1247443200
37	23	1249862400
37	300	1252540800
37	301	1258070400
37	26	1263859200
37	302	1264636800
37	303	1274227200
37	304	1276473600
37	305	1279065600
37	306	1291593600
37	121	1293667200
37	307	1293840000
37	308	1295308800
37	309	1304553600
37	151	1310947200
37	99	1324512000
37	310	1328400000
37	311	1331510400
37	312	1336089600
37	313	1344470400
37	314	1345680000
37	264	1352678400
37	315	1365811200
37	316	1370563200
37	317	1370908800
37	318	1388361600
37	319	1390176000
37	320	1403395200
38	63	1263168000
38	321	1263168000
38	322	1263168000
38	323	1370390400
38	324	1402444800
39	325	1327708800
39	326	1358553600
39	327	1365638400
39	328	1365638400
39	329	1367539200
40	330	1396224000
40	118	1396915200
40	331	1397606400
40	140	1397779200
40	332	1397952000
40	333	1397952000
40	334	1397952000
40	335	1397952000
40	336	1397952000
40	337	1398124800
40	338	1403222400
41	304	1274918400
41	339	1278374400
41	340	1308787200
41	157	1391212800
41	256	1401321600
42	341	1306713600
42	342	1324512000
42	343	1328659200
42	344	1349827200
42	345	1391731200
42	250	1404432000
43	346	1223424000
43	347	1239062400
43	60	1246924800
43	348	1254355200
43	24	1259971200
43	26	1260662400
43	349	1261785600
43	183	1265932800
43	350	1269907200
43	351	1283817600
43	306	1290470400
43	352	1293408000
43	353	1293408000
43	354	1319760000
43	355	1320624000
43	356	1320624000
43	312	1320624000
43	342	1324598400
43	344	1350345600
43	53	1355616000
43	357	1355616000
43	244	1361750400
43	358	1374278400
43	82	1379548800
43	359	1385424000
43	360	1400198400
43	361	1403827200
43	362	1403827200
43	133	1404172800
43	363	1404172800
43	364	1404345600
44	365	1219622400
44	26	1259452800
44	27	1262563200
44	277	1273968000
44	366	1275955200
44	8	1281052800
44	367	1283299200
44	368	1302393600
44	369	1305504000
44	63	1305504000
44	370	1305849600
44	371	1313107200
44	124	1327968000
44	372	1328572800
44	43	1328745600
44	373	1332547200
44	374	1334275200
44	375	1341187200
44	376	1342483200
44	377	1343606400
44	378	1345852800
44	379	1347753600
44	380	1350086400
44	381	1351555200
44	382	1365206400
44	383	1365292800
44	247	1371686400
44	384	1373068800
44	385	1379808000
44	386	1387152000
44	387	1389571200
44	388	1398038400
44	389	1399939200
44	390	1404777600
45	391	1288742400
45	54	1288742400
45	392	1289088000
45	299	1292025600
45	393	1303689600
45	394	1346457600
45	395	1375833600
46	396	1327536000
46	397	1368144000
46	398	1391385600
46	159	1395014400
46	399	1396828800
46	400	1401408000
46	401	1401408000
47	402	1343260800
47	403	1385596800
47	278	1385596800
47	404	1389139200
47	405	1391904000
47	406	1395100800
48	23	1249344000
48	150	1288483200
48	407	1307577600
48	408	1367452800
48	409	1369612800
48	410	1381276800
48	411	1387065600
48	412	1401494400
49	413	1259625600
49	351	1280707200
49	356	1311120000
49	152	1317859200
49	414	1325808000
49	415	1328918400
49	416	1362268800
49	417	1367798400
49	418	1392595200
49	419	1404950400
49	420	1405382400
50	392	1281916800
50	421	1282608000
50	422	1282608000
50	423	1300233600
50	45	1330905600
51	424	1382572800
51	425	1384819200
51	426	1399939200
51	427	1399939200
51	279	1399939200
52	428	1380844800
52	429	1386979200
52	16	1386979200
52	430	1399334400
52	431	1402099200
53	432	1270944000
53	433	1289865600
53	308	1291680000
53	434	1321142400
53	435	1332633600
53	317	1349222400
53	282	1352246400
53	436	1357948800
53	437	1366761600
53	438	1384473600
53	194	1400112000
53	439	1405036800
54	26	1353542400
54	440	1355961600
54	441	1360281600
54	442	1360281600
54	443	1385683200
54	444	1386633600
54	116	1386633600
54	445	1391040000
55	446	1142467200
55	447	1178841600
55	448	1216771200
55	449	1239840000
55	450	1246579200
55	451	1263340800
55	277	1304899200
56	452	1253750400
56	28	1269475200
56	352	1276387200
56	349	1276732800
56	339	1282262400
56	453	1287619200
56	169	1308268800
56	454	1313539200
56	455	1315785600
56	456	1320278400
56	457	1326931200
56	458	1336003200
56	459	1355270400
56	359	1382572800
56	460	1382572800
57	148	1270512000
57	304	1275004800
57	461	1276732800
57	353	1290902400
57	462	1295568000
57	95	1299715200
57	463	1313020800
57	104	1322524800
57	464	1324944000
57	465	1336176000
57	43	1340668800
57	155	1353888000
57	183	1362441600
57	128	1377907200
57	466	1394150400
57	159	1394236800
57	467	1397174400
57	256	1401840000
58	468	1170115200
58	469	1181779200
58	163	1255564800
58	41	1299888000
58	470	1365638400
58	471	1376784000
59	472	1330732800
59	473	1336608000
59	11	1336780800
59	474	1336953600
59	475	1337040000
59	476	1337126400
