1.0000	-2.2091	-2.2091	-2.2091	-2.2091	-2.2091	0.4107	-0.1073	-0.0946	0.0360	-1.8847	-2.2091	-2.2091	-2.2091	-2.2091	-0.4358	0.1818	-0.0599	-0.1702	-0.0220
2.0000	-2.0962	-2.0962	-2.0962	-2.0962	-2.0962	-0.8777	0.1133	-0.5752	-1.5658	-1.1356	-2.0962	-2.0962	-2.0962	-2.0962	-0.3277	-0.4499	-0.3304	-0.5674	-1.1186
3.0000	-1.2402	-1.2402	-0.9831	-1.1507	-1.8172	-1.0207	-1.1520	-1.5271	-1.8728	-2.1279	-1.2402	-1.6869	-1.1613	-1.0699	-1.5368	-0.9674	-1.6447	-0.9532	-1.9656
4.0000	-2.1061	-2.1061	-2.1061	-0.3213	-0.3121	-0.1374	-0.1056	0.3137	-0.1323	0.2709	-2.1061	-2.1061	-0.4073	0.1421	0.2729	0.3037	0.4375	0.3079	0.0052
5.0000	-1.5581	-1.5581	-1.5581	-1.5581	0.5034	0.0381	1.3699	0.5122	-0.0243	-0.3314	-1.5581	-1.5581	-1.5581	0.1782	0.6008	1.4019	1.2258	0.5241	-0.5941
6.0000	0.3794	0.0448	0.4057	0.3792	-0.1161	0.3931	0.5156	0.4910	0.1301	-0.5824	0.6156	0.7090	0.5443	0.2706	-0.4661	0.6112	0.7263	0.6276	0.0973
7.0000	-0.0498	-0.0498	-0.0498	-0.0498	-0.0498	-0.0498	1.3366	1.4084	1.5480	1.4695	-0.0498	-0.0498	-0.0498	-0.0498	-0.0498	1.2277	1.2510	1.5466	1.5132
8.0000	-1.7429	-1.7429	-1.7429	-1.7429	-0.7811	-0.4046	-0.5586	-0.5901	0.5329	-0.3681	-1.7429	-1.7429	-1.7429	0.0430	0.1454	-0.2934	-0.5022	-0.0433	0.4929
9.0000	-0.2039	-0.2039	-0.2039	-0.2039	-0.2039	0.9658	0.9192	0.3866	-0.0192	0.5284	-0.2039	-0.2039	-0.2039	-0.2039	0.4884	0.9396	0.7086	0.5547	0.2912
10.0000	-0.4415	-0.3573	0.0497	-0.0902	-0.5143	-0.8226	-0.0440	-0.8210	-1.0354	-0.6814	-0.1245	0.0004	0.4338	0.1766	-0.5214	0.0176	-0.1273	-0.4042	-0.7508
11.0000	-1.4436	-1.4436	-1.4436	-1.4436	-0.2689	-0.2577	-0.6588	-1.0033	0.2312	-0.7945	-1.4436	-1.4436	-1.4436	0.0141	-0.0822	-0.0709	-0.3311	-0.0013	0.2075
12.0000	-0.6884	-0.6884	-0.6884	-0.6884	-0.6884	-1.5424	-1.0141	-0.8563	-0.1897	-0.5636	-0.6884	-0.6884	-0.6884	-0.6884	-0.7378	-1.3217	-0.4258	-0.4774	-0.2965
13.0000	-2.3295	-2.3295	-1.8266	-1.6264	-2.0370	-1.3232	-0.5784	-1.0860	-1.4990	-1.2431	-2.3295	-1.7143	-1.6275	-1.5278	-1.6894	-0.6004	-0.5521	-1.1694	-1.1853
14.0000	-1.7692	-1.7692	-1.7692	-1.7692	-1.7692	-0.6579	-1.0839	-0.5796	-0.7453	-0.6534	-1.7692	-1.7692	-1.7692	-1.7692	0.0031	-0.4793	-0.3317	-0.3265	-0.5038
15.0000	-0.0763	-0.0763	-0.0763	-0.0763	-0.0763	-0.0763	0.5468	0.0182	0.1121	0.5590	-0.0763	-0.0763	-0.0763	-0.0763	-0.0763	0.5068	0.3051	0.3372	0.3843
16.0000	-1.8221	-1.8221	-1.8221	-1.8221	-1.8221	-1.8221	-0.8060	-0.5187	-0.6840	-2.5593	-1.8221	-1.8221	-1.8221	-1.8221	-1.8221	-0.8328	-0.7473	-0.8204	-1.8864
17.0000	0.5903	0.5903	0.2179	1.2121	-0.2530	0.6263	1.2900	0.3809	1.3881	0.4321	0.5903	0.7771	0.3528	0.8542	0.7181	1.0627	0.9989	1.5162	1.1579
18.0000	-1.2130	-1.2130	-1.2130	-1.2130	-1.2130	-1.2130	-1.0361	-0.8828	-0.6420	-1.0036	-1.2130	-1.2130	-1.2130	-1.2130	-1.2130	-0.9093	-0.6326	-0.9065	-0.6018
19.0000	-0.7193	-0.7193	-0.7193	-0.7193	-0.7193	-0.7193	0.0110	0.3290	-0.2303	-1.0354	-0.7193	-0.7193	-0.7193	-0.7193	-0.7193	-0.5301	0.6120	0.4631	-0.5117
20.0000	-0.0195	-0.0195	-0.0195	-0.0195	-0.0195	-0.0195	-0.4460	0.1772	-0.2775	0.1191	-0.0195	-0.0195	-0.0195	-0.0195	-0.0195	-0.1357	-0.3150	-0.1911	0.6418
21.0000	-0.4182	-0.4182	-0.4182	-0.4182	-0.4182	-0.4182	-0.1942	-0.3343	0.5566	-1.0524	-0.4182	-0.4182	-0.4182	-0.4182	-0.4182	0.0248	-0.2212	0.0325	-0.0423
22.0000	-0.3553	-0.3553	-0.3553	-0.3553	-0.3553	-0.3553	0.7022	-0.5114	-0.7800	0.0250	-0.3553	-0.3553	-0.3553	-0.3553	-0.3553	0.1258	-0.3657	-0.3793	-0.0436
23.0000	-1.8906	-1.8906	-1.8906	-1.8906	-1.8906	-1.8906	-2.9439	-1.5382	-0.1384	-0.6582	-1.8906	-1.8906	-1.8906	-1.8906	-1.8906	-1.4443	-1.2427	-0.1811	-0.1346
24.0000	-1.3386	-1.3386	-1.3386	-1.3386	-1.3386	-1.3386	-0.3232	0.1112	0.3775	0.5903	-1.3386	-1.3386	-1.3386	-1.3386	-1.3386	-0.1433	0.1455	0.4566	0.7302
25.0000	0.3561	0.3561	0.3561	0.3561	0.3561	-0.3259	-0.1986	0.7250	0.6064	0.4765	0.3561	0.3561	0.3561	0.3561	0.6418	0.3263	0.3834	0.8104	0.5705
26.0000	-0.9617	-0.9617	-0.9617	-0.9617	-0.9617	-0.9617	-0.5815	-0.7097	-0.7645	-0.6027	-0.9617	-0.9617	-0.9617	-0.9617	-0.9617	-0.5439	-0.5797	-0.6766	-0.3809
