1.0000	-2.0126	-2.0126	-2.0126	-2.0126	-2.0126	-1.7346	-2.5260	-2.0310	-1.7857	-1.4653	-2.0126	-2.0126	-2.0126	-2.0126	-1.0477	-2.3815	-2.0177	-1.9980	-0.8591
2.0000	-1.5856	-1.5856	-1.5856	-1.5856	-1.5856	-2.1810	-1.3308	-0.8922	-1.2000	-1.7564	-1.5856	-1.5856	-1.5856	-1.5856	-1.2390	-1.9301	-1.2005	-0.9700	-1.7463
3.0000	-1.1109	-1.1109	-2.1536	-2.2197	-3.3080	-1.6766	-2.6208	-3.4006	-2.9218	-4.0437	-1.1109	-2.4515	-1.9198	-2.4995	-3.1279	-2.5761	-2.9564	-2.1627	-3.3895
4.0000	-1.3409	-1.3409	-1.3409	-1.3970	-2.5853	-1.8126	-1.8149	-1.9304	-2.0371	-1.7879	-1.3409	-1.3409	-1.6004	-2.5522	-3.1252	-2.3083	-2.4057	-2.3970	-1.9211
5.0000	-1.7389	-1.7389	-1.7389	-1.7389	-0.8250	-0.9866	-3.1602	-1.2594	-1.3012	-1.2574	-1.7389	-1.7389	-1.7389	-0.7686	-1.0000	-3.0616	-2.0873	-1.2984	-1.6867
6.0000	-0.1468	-1.0603	-0.1617	-0.3859	-0.5804	-0.2343	-0.0470	-0.5207	-0.6533	-1.1298	0.1031	-0.0902	-0.3368	-0.7858	-1.0034	-0.0335	0.0563	-0.1317	-0.5210
7.0000	-1.3579	-1.3579	-1.3579	-1.3579	-1.3579	-1.3579	-1.3314	-1.5782	-1.2139	-0.9371	-1.3579	-1.3579	-1.3579	-1.3579	-1.3579	-1.4345	-1.3764	-1.7728	-1.2954
8.0000	-1.4302	-1.4302	-1.4302	-1.4302	-1.3806	-0.5932	-0.1753	-0.4533	-0.4126	-0.1553	-1.4302	-1.4302	-1.4302	-0.0396	-0.5362	-0.5418	-0.4478	-0.3978	0.0493
9.0000	-0.1421	-0.1421	-0.1421	-0.1421	-0.1421	0.1800	-0.7698	-1.7480	-2.4571	-0.8040	-0.1421	-0.1421	-0.1421	-0.1421	0.2397	-0.3244	-1.2507	-1.8805	-1.2895
10.0000	-2.2303	-1.5070	-2.0759	-2.1459	-0.7517	-0.1951	-1.8380	-0.9849	-2.4873	-2.7172	-1.6551	-1.4662	-1.6936	-1.3229	-0.5917	-1.7082	-1.6664	-1.4194	-2.0809
11.0000	-1.6865	-1.6865	-1.6865	-1.6865	-1.6875	-1.7081	-1.4388	-2.1018	-0.9002	-1.3489	-1.6865	-1.6865	-1.6865	-0.7743	-1.0119	-1.2115	-0.9159	-0.8932	-0.4848
12.0000	-1.8044	-1.8044	-1.8044	-1.8044	-1.8044	-1.8432	-1.3387	-1.4038	-1.0735	-0.5732	-1.8044	-1.8044	-1.8044	-1.8044	-0.9099	-1.6031	-0.8325	-0.9231	-0.9267
13.0000	-1.8982	-1.8982	-2.3146	-2.6834	-2.2469	-2.0694	-2.2676	-2.7928	-3.5261	-1.5642	-1.8982	-1.7924	-2.6079	-2.4990	-2.4544	-2.0396	-2.1060	-3.4912	-2.9100
14.0000	-1.6863	-1.6863	-1.6863	-1.6863	-1.6863	-0.4891	-0.3362	-0.0681	-0.4900	-0.6291	-1.6863	-1.6863	-1.6863	-1.6863	0.0046	0.0073	0.0266	0.0961	-0.3740
15.0000	-1.3172	-1.3172	-1.3172	-1.3172	-1.3172	-1.3172	-0.6245	-0.4674	-1.1509	-0.8239	-1.3172	-1.3172	-1.3172	-1.3172	-1.3172	-0.1656	-0.3940	-0.3437	-0.7931
16.0000	-1.1615	-1.1615	-1.1615	-1.1615	-1.1615	-1.1615	-1.8276	-1.1039	-1.3851	-0.8885	-1.1615	-1.1615	-1.1615	-1.1615	-1.1615	-1.6660	-1.7675	-1.3508	-0.9005
17.0000	-1.6468	-1.6468	-0.8478	-1.0290	-2.0389	-0.9581	-0.6065	-1.1748	-0.7055	-0.8881	-1.6468	-0.6651	-0.9582	-0.7660	-0.9971	-1.1611	-1.0188	-0.5460	-1.1835
18.0000	-1.2921	-1.2921	-1.2921	-1.2921	-1.2921	-1.2921	-1.4805	-1.9464	-1.5694	-1.4898	-1.2921	-1.2921	-1.2921	-1.2921	-1.2921	-1.3607	-1.2418	-2.0071	-1.1022
19.0000	-1.5045	-1.5045	-1.5045	-1.5045	-1.5045	-1.5045	0.4264	0.3117	-0.0138	0.9356	-1.5045	-1.5045	-1.5045	-1.5045	-1.5045	0.1866	0.5420	0.3625	0.9141
20.0000	-1.2460	-1.2460	-1.2460	-1.2460	-1.2460	-1.2460	-0.5338	0.0224	-0.2119	0.0859	-1.2460	-1.2460	-1.2460	-1.2460	-1.2460	0.0989	-0.4206	-0.1551	0.5204
