uid	iid	time
1	1	1356220800
1	2	1356220800
1	3	1360108800
1	4	1360108800
1	5	1360108800
1	6	1361836800
2	7	1383177600
2	8	1383177600
2	9	1383177600
2	10	1383177600
2	11	1383177600
2	12	1383177600
2	13	1383177600
2	14	1383177600
3	15	1354060800
3	16	1354060800
3	17	1354060800
3	18	1354060800
3	19	1357689600
3	20	1357689600
4	21	1381968000
4	22	1381968000
4	23	1387584000
4	24	1388102400
4	25	1388188800
4	26	1388188800
4	27	1388793600
5	28	1390262400
5	29	1390262400
5	30	1390262400
5	31	1390262400
5	32	1390262400
6	33	1365379200
6	34	1365379200
6	35	1365379200
6	36	1365379200
6	37	1374192000
6	38	1374192000
6	39	1374192000
6	40	1389312000
6	41	1389312000
6	42	1389312000
6	43	1389312000
6	44	1389312000
6	45	1389312000
6	46	1389312000
6	47	1389571200
7	48	1377734400
7	49	1377734400
7	50	1377734400
7	51	1388707200
7	52	1393718400
7	53	1393718400
8	54	1388016000
8	55	1388016000
8	56	1388016000
8	46	1388016000
8	57	1388016000
9	58	1362960000
9	59	1362960000
9	60	1362960000
9	61	1362960000
9	62	1362960000
9	63	1362960000
10	64	1357948800
10	65	1357948800
10	66	1357948800
10	67	1358467200
10	68	1358467200
10	69	1367798400
10	70	1376870400
10	71	1376870400
10	72	1376870400
10	73	1377734400
10	74	1383523200
10	75	1385942400
10	76	1385942400
10	77	1398988800
11	78	1353196800
11	79	1353196800
11	80	1353196800
11	81	1353196800
11	82	1353196800
11	83	1353196800
11	84	1353196800
12	85	1388275200
12	86	1388275200
12	87	1388275200
12	88	1388275200
12	89	1388275200
13	90	1380240000
13	91	1380326400
13	92	1383782400
13	93	1384732800
13	94	1388793600
13	95	1392768000
14	96	1350259200
14	97	1351814400
14	98	1353801600
14	99	1354579200
14	100	1369353600
14	101	1387238400
15	102	1291680000
15	103	1293667200
15	104	1293667200
15	105	1293667200
15	106	1357689600
15	107	1357689600
16	108	1343433600
16	109	1343433600
16	110	1343520000
16	111	1343692800
16	112	1343865600
16	113	1344729600
17	114	1246060800
17	115	1290211200
17	116	1301270400
17	117	1340755200
17	118	1393027200
18	119	1385251200
18	120	1385251200
18	121	1387670400
18	122	1391299200
18	123	1391299200
18	124	1399161600
19	125	1357948800
19	126	1357948800
19	127	1357948800
19	128	1357948800
19	129	1357948800
19	130	1357948800
19	131	1357948800
20	132	1197331200
20	133	1357430400
20	134	1358208000
20	135	1358208000
20	136	1384473600
21	137	1135900800
21	138	1178582400
21	139	1191369600
21	140	1293840000
21	141	1303257600
22	142	1325030400
22	143	1325030400
22	144	1325030400
22	145	1325030400
22	146	1325116800
22	147	1356480000
22	148	1356480000
22	149	1356480000
22	150	1356480000
22	151	1356480000
22	152	1356480000
22	153	1356480000
22	154	1356480000
22	155	1356480000
22	156	1356480000
22	157	1356480000
22	158	1356480000
23	159	1388361600
23	160	1388361600
23	161	1388361600
23	162	1388361600
23	163	1388361600
24	164	1391299200
24	165	1391299200
24	166	1391299200
24	167	1391299200
24	168	1391299200
24	169	1391299200
24	170	1391299200
24	171	1391644800
24	172	1392336000
24	173	1392336000
24	174	1392336000
25	175	1369180800
25	176	1369180800
25	177	1369180800
25	178	1386460800
25	33	1386460800
25	82	1404864000
25	179	1404864000
25	180	1404864000
26	181	1360972800
26	182	1360972800
26	183	1388361600
26	184	1388361600
26	185	1388361600
26	186	1388361600
26	187	1389571200
26	188	1392249600
27	189	1356566400
27	190	1357776000
27	191	1388793600
27	192	1388793600
27	193	1389052800
28	194	1231113600
28	195	1231113600
28	196	1293667200
28	197	1325203200
28	198	1325203200
28	199	1325462400
28	200	1347148800
28	201	1381795200
28	202	1381795200
28	203	1390089600
28	204	1390089600
28	205	1390953600
28	206	1394841600
28	207	1401840000
29	208	1314835200
29	209	1316736000
29	210	1319241600
29	211	1319328000
29	212	1319328000
29	213	1319846400
29	214	1321920000
29	215	1322870400
29	166	1325894400
29	216	1326240000
29	217	1330128000
29	218	1330992000
30	219	1083024000
30	220	1098403200
30	221	1098403200
30	222	1098403200
30	223	1098403200
30	224	1098403200
30	225	1098403200
30	226	1098403200
30	227	1099094400
30	228	1099440000
30	229	1111622400
30	230	1111708800
30	231	1111708800
30	232	1111708800
30	233	1111708800
30	234	1111795200
30	235	1113868800
30	236	1114128000
30	237	1121990400
30	238	1122422400
31	239	1300579200
31	100	1300579200
31	1	1345075200
31	240	1345075200
31	241	1345075200
31	242	1345075200
31	243	1345075200
31	244	1348531200
32	245	1202083200
32	246	1262822400
32	247	1297641600
32	248	1309046400
32	249	1324857600
33	250	1231804800
33	251	1366416000
33	252	1366416000
33	253	1366416000
33	254	1366416000
33	255	1366416000
34	256	1229472000
34	257	1232582400
34	258	1291852800
34	259	1294704000
34	260	1310774400
34	261	1315699200
34	262	1329955200
34	263	1331251200
34	264	1352851200
34	265	1356480000
34	266	1366761600
34	267	1376524800
34	268	1380067200
34	269	1380067200
34	270	1387324800
34	271	1402704000
34	272	1404518400
35	273	1355875200
35	274	1370563200
35	275	1390176000
35	163	1390176000
35	276	1405987200
35	277	1405987200
36	278	1304380800
36	279	1319673600
36	280	1321315200
36	281	1365379200
36	282	1379548800
36	283	1380153600
36	284	1380499200
36	285	1396828800
36	286	1404000000
36	287	1405123200
37	288	1298419200
37	289	1345075200
37	290	1345075200
37	291	1345075200
37	292	1365206400
37	293	1365206400
37	294	1373414400
37	295	1378857600
37	296	1385683200
37	297	1385683200
38	298	1358726400
38	299	1365033600
38	300	1365033600
38	301	1365033600
38	302	1365811200
38	303	1388188800
38	304	1388188800
38	305	1389225600
39	306	1376006400
39	307	1376006400
39	308	1376006400
39	309	1376006400
39	310	1376006400
40	311	1395360000
40	312	1395446400
40	313	1395446400
40	314	1395446400
40	315	1395446400
40	316	1395446400
40	317	1395446400
40	318	1395446400
41	319	1362787200
41	320	1362787200
41	321	1362787200
41	322	1362787200
41	323	1362787200
41	324	1362787200
41	325	1362787200
41	326	1386547200
41	327	1390176000
41	328	1390176000
41	163	1390176000
41	329	1396915200
42	330	1356480000
42	331	1356480000
42	332	1356480000
42	333	1373155200
42	334	1386374400
43	335	1386374400
43	336	1390780800
43	337	1390780800
43	294	1390780800
43	338	1390780800
43	339	1390780800
44	340	1318464000
44	341	1322092800
44	342	1356998400
44	343	1367107200
44	303	1377734400
45	344	1342224000
45	62	1401235200
45	345	1404777600
45	346	1404777600
45	347	1404777600
45	348	1404777600
45	349	1404777600
46	350	1176854400
46	351	1251244800
46	167	1251244800
46	352	1276732800
46	353	1280880000
46	354	1319673600
46	355	1323648000
47	356	1267488000
47	258	1303776000
47	357	1319587200
47	358	1327363200
47	359	1332115200
47	360	1342310400
47	361	1346112000
47	362	1359763200
47	363	1376438400
47	364	1387324800
47	365	1387324800
47	366	1387324800
47	367	1398211200
48	368	1296777600
48	369	1302480000
48	370	1302480000
48	371	1305504000
48	372	1305504000
48	373	1305504000
48	374	1305504000
48	375	1305504000
48	376	1305504000
48	377	1305676800
48	378	1307491200
48	379	1308614400
48	380	1308614400
48	381	1308614400
48	382	1369008000
49	383	1331078400
49	384	1358726400
49	385	1358726400
49	386	1383264000
49	387	1384214400
49	388	1386547200
50	389	1363651200
50	305	1365292800
50	390	1366761600
50	391	1366761600
50	392	1366761600
50	393	1379721600
50	394	1379721600
50	395	1405468800
51	396	1356220800
51	397	1356220800
51	398	1357862400
51	399	1361836800
51	400	1361836800
52	401	1291161600
52	402	1336176000
52	403	1336176000
52	404	1336176000
52	405	1361059200
53	406	1267315200
53	407	1315958400
53	408	1315958400
53	409	1315958400
53	410	1316044800
53	411	1318032000
54	412	1225152000
54	413	1225238400
54	414	1225411200
54	415	1226966400
54	416	1239148800
54	417	1290038400
54	418	1291507200
54	419	1292371200
54	420	1292889600
54	421	1328054400
54	422	1328486400
54	423	1332720000
54	424	1348358400
54	425	1348358400
54	426	1349568000
54	427	1362700800
54	428	1398643200
54	429	1398643200
55	430	1337299200
55	149	1337299200
55	431	1337299200
55	432	1337299200
55	79	1338681600
55	433	1340323200
55	434	1342224000
55	435	1384905600
55	436	1384905600
55	437	1384905600
55	92	1385251200
55	438	1387929600
55	439	1387929600
55	440	1389484800
55	292	1389484800
55	441	1389484800
55	442	1389484800
55	443	1389484800
55	444	1389484800
55	445	1389484800
56	446	1388793600
56	372	1388793600
56	447	1388793600
56	448	1388793600
56	449	1388793600
56	450	1388793600
56	451	1388793600
56	452	1388793600
56	453	1388793600
56	129	1388793600
56	454	1388793600
56	455	1388793600
57	456	1312761600
57	457	1339027200
57	458	1355097600
57	459	1355097600
57	35	1357776000
57	460	1357776000
57	461	1357776000
57	327	1358208000
57	462	1358812800
57	463	1358985600
57	464	1361923200
57	465	1369785600
57	466	1376784000
58	467	1235260800
58	468	1289001600
58	469	1294185600
58	470	1296518400
58	471	1317513600
58	472	1334188800
58	473	1334188800
58	474	1345766400
58	446	1384819200
59	345	1331164800
59	475	1333065600
59	476	1333065600
59	477	1365724800
59	478	1373932800
59	479	1404777600
60	480	1048032000
60	481	1182816000
60	482	1197158400
60	483	1197936000
60	484	1198540800
60	485	1198627200
60	211	1292716800
61	486	1348963200
61	487	1372809600
61	488	1372809600
61	489	1372809600
61	490	1394409600
61	491	1394409600
62	492	1129075200
62	493	1129075200
62	494	1271894400
62	495	1325289600
62	496	1325289600
63	497	1314230400
63	498	1315267200
63	499	1316649600
63	500	1329955200
63	501	1335657600
63	502	1338768000
63	503	1341360000
63	504	1342656000
63	505	1349308800
63	506	1351641600
63	507	1351814400
63	508	1365465600
63	509	1366070400
63	510	1388448000
63	511	1393459200
63	512	1395964800
63	513	1405900800
64	514	1293494400
64	515	1293494400
64	516	1325462400
64	497	1325462400
64	517	1329609600
64	518	1356048000
64	519	1394409600
64	520	1394409600
65	521	1289779200
65	522	1292284800
65	523	1292889600
65	259	1293148800
65	524	1293148800
65	376	1293494400
65	525	1294099200
65	144	1294099200
65	526	1294358400
65	527	1323216000
65	528	1346889600
65	529	1347926400
66	530	1388016000
66	531	1388016000
66	532	1398643200
66	533	1398729600
66	534	1398729600
66	535	1398729600
67	536	1392336000
67	537	1392336000
67	538	1392336000
67	539	1392422400
67	540	1392422400
67	541	1392422400
67	542	1392854400
67	543	1392854400
67	544	1392854400
67	545	1393804800
67	546	1393804800
67	547	1393804800
67	548	1394409600
67	549	1394409600
67	550	1398211200
67	551	1398211200
68	552	1339113600
68	553	1339113600
68	554	1360800000
68	555	1376524800
68	556	1392681600
69	557	1387497600
69	558	1387497600
69	559	1388275200
69	560	1402358400
69	561	1403049600
69	562	1403049600
70	563	1355356800
70	564	1355356800
70	565	1360368000
70	566	1395446400
70	567	1396310400
70	568	1396310400
71	569	1311465600
71	570	1311465600
71	571	1355875200
71	572	1359072000
71	573	1359072000
71	311	1359072000
71	314	1359072000
72	536	1392940800
72	574	1392940800
72	575	1392940800
72	576	1392940800
72	577	1393027200
